115.00	4.790e-17
115.05	4.714e-17
115.10	4.648e-17
115.15	4.646e-17
115.20	4.620e-17
115.25	4.624e-17
115.30	4.653e-17
115.35	4.697e-17
115.40	4.673e-17
115.45	4.611e-17
115.50	4.533e-17
115.55	4.501e-17
115.60	4.533e-17
115.65	4.615e-17
115.70	4.713e-17
115.75	4.796e-17
115.80	4.893e-17
115.85	4.892e-17
115.90	4.862e-17
115.95	4.900e-17
116.00	4.949e-17
116.05	4.973e-17
116.10	5.055e-17
116.15	5.079e-17
116.20	5.024e-17
116.25	4.980e-17
116.30	5.023e-17
116.35	5.106e-17
116.40	5.037e-17
116.45	4.887e-17
116.50	4.757e-17
116.55	4.641e-17
116.60	4.633e-17
116.65	4.743e-17
116.70	4.739e-17
116.75	4.621e-17
116.80	4.602e-17
116.85	4.640e-17
116.90	4.685e-17
116.95	4.743e-17
117.00	4.807e-17
117.05	4.857e-17
117.10	4.976e-17
117.15	5.269e-17
117.20	5.662e-17
117.25	5.695e-17
117.30	5.478e-17
117.35	5.322e-17
117.40	5.234e-17
117.45	5.196e-17
117.50	5.204e-17
117.55	5.089e-17
117.60	4.924e-17
117.65	4.781e-17
117.70	4.628e-17
117.75	4.523e-17
117.80	4.540e-17
117.85	4.594e-17
117.90	4.604e-17
117.95	4.725e-17
118.00	4.982e-17
118.05	5.641e-17
118.10	6.498e-17
118.15	6.608e-17
118.20	6.182e-17
118.25	5.648e-17
118.30	5.448e-17
118.35	5.574e-17
118.40	5.930e-17
118.45	5.765e-17
118.50	5.279e-17
118.55	5.083e-17
118.60	4.891e-17
118.65	4.645e-17
118.70	4.459e-17
118.75	4.365e-17
118.80	4.277e-17
118.85	4.229e-17
118.90	4.256e-17
118.95	4.348e-17
119.00	4.349e-17
119.05	4.308e-17
119.10	4.293e-17
119.15	4.329e-17
119.20	4.408e-17
119.25	4.663e-17
119.30	5.302e-17
119.35	5.648e-17
119.40	5.290e-17
119.45	4.828e-17
119.50	4.452e-17
119.55	4.245e-17
119.60	4.114e-17
119.65	4.041e-17
119.70	3.982e-17
119.75	3.954e-17
119.80	3.930e-17
119.85	3.935e-17
119.90	3.944e-17
119.95	3.907e-17
120.00	3.860e-17
120.10	3.830e-17
120.20	3.817e-17
120.30	3.784e-17
120.40	3.730e-17
120.50	3.700e-17
120.60	3.691e-17
120.70	3.682e-17
120.80	3.677e-17
120.90	3.695e-17
121.00	3.664e-17
121.10	3.641e-17
121.20	3.629e-17
121.30	3.609e-17
121.40	3.614e-17
121.50	3.598e-17
121.60	3.578e-17
121.70	3.554e-17
121.80	3.550e-17
121.90	3.549e-17
122.00	3.548e-17
122.10	3.552e-17
122.20	3.568e-17
122.30	3.568e-17
122.40	3.586e-17
122.50	3.613e-17
122.60	3.614e-17
122.70	3.598e-17
122.80	3.564e-17
122.90	3.562e-17
123.00	3.556e-17
123.10	3.545e-17
123.20	3.573e-17
123.30	3.601e-17
123.40	3.601e-17
123.50	3.678e-17
123.60	3.616e-17
123.70	3.529e-17
123.80	3.485e-17
123.90	3.450e-17
124.00	3.424e-17
124.10	3.403e-17
124.20	3.392e-17
124.30	3.384e-17
124.40	3.371e-17
124.50	3.364e-17
124.60	3.358e-17
124.70	3.360e-17
124.80	3.363e-17
124.90	3.347e-17
125.00	3.308e-17
125.10	3.298e-17
125.20	3.305e-17
125.30	3.307e-17
125.40	3.302e-17
125.50	3.303e-17
125.60	3.309e-17
125.70	3.315e-17
125.80	3.289e-17
125.90	3.281e-17
126.00	3.254e-17
126.10	3.272e-17
126.20	3.317e-17
126.30	3.314e-17
126.40	3.310e-17
126.50	3.304e-17
126.60	3.273e-17
126.70	3.255e-17
126.80	3.271e-17
126.90	3.261e-17
127.00	3.257e-17
127.10	3.264e-17
127.20	3.331e-17
127.30	3.380e-17
127.40	3.391e-17
127.50	3.367e-17
127.60	3.347e-17
127.70	3.337e-17
127.80	3.350e-17
127.90	3.350e-17
128.00	3.346e-17
128.10	3.353e-17
128.20	3.353e-17
128.30	3.370e-17
128.40	3.377e-17
128.50	3.373e-17
128.60	3.381e-17
128.70	3.389e-17
128.80	3.375e-17
128.90	3.403e-17
129.00	3.480e-17
129.10	3.545e-17
129.20	3.609e-17
129.30	3.600e-17
129.40	3.558e-17
129.50	3.491e-17
129.60	3.504e-17
129.70	3.553e-17
129.80	3.552e-17
129.90	3.572e-17
130.00	3.689e-17
130.05	3.768e-17
130.10	3.828e-17
130.15	3.848e-17
130.20	3.838e-17
130.25	3.835e-17
130.30	3.823e-17
130.35	3.817e-17
130.40	3.786e-17
130.45	3.734e-17
130.50	3.645e-17
130.55	3.590e-17
130.60	3.565e-17
130.65	3.536e-17
